0 -96764.3420603 -127594.85988 -2173600098.26 -102631.861204 -123260.226073 -115547.731408 -77063044582.6 -10243089369.9 -1.25614354672e+12 -13710296.5645 -153673144.962 -75286137.7816 -127478.960497 -89289107.865 -3712663681.39 -103170.490864 -5875568.1876 -3703250.67358 -100564.474948 -113730.96422 -13671458.726 -1449376699.23 -176449455.509 0 -104062.960558 -450928.680861 -1148438.20284 -57522154.9735 -2.34800275758e+14 -65945981.542 -85035189.4359 -686274113905 -95530.6063231 -55200799.7046 -1692494.50705 -1.12914361407e+12 -19024123765.2 -114804.432632 -104489.314627 -8995805.51148 -5801377861.94 -178078.102928 -734750164.023 -38604411578.1 -3086775.52759 -30974186773.4 -1064008318.41 -104235.651605 -269441.765337 -2013343506.04 
1 -96650.8999502 -102532.697028 -103853.277251 -114862.908773 -104702.7467 -121547.871948 -1190145038.41 -2228389349.25 -100098.002085 -6320795943.51 -100076.134461 -112975.222797 -10033871.859 -477851789240 -103083.225837 -110722.021581 -52907178.488 -107625.877683 -69867009.029 -93274.3568173 -945605.385938 -95822.2062624 -102438.728399 -10169920.2861 -7994537.51966 -236027449.081 -448868250.28 -93799.3568807 -127330.459119 -157035.913609 -104329.976133 -91135.223155 -330813.025671 -554674.812127 -109389.749483 -106783.625068 -12167178.3828 -151919.63138 -262317.711969 -5258725.75827 -104359.992389 -103816.704681 -60803301.3738 -451757.552149 -791083.827627 -3599505.12038 -43122605.981 -710830209.731 -101655.132481 -71265150.9741 
2 -92581.8117987 -99840.834931 -100039.03831 -101778.653421 -102387.152239 -103725.839356 -103921.654042 -114820.32299 -103034.486145 -121274.518857 -93274.3568173 -3723839.98779 -94205.5670736 -102460.948272 -107405.595707 -112565.353899 -32333499.895 -132220.701205 -105825.761705 -93794.2953798 -4288316410.97 -122456.33956 -91512.4091286 -106857.838275 -1915396.57269 -5232278.16109 -141587.517061 -10169039.9035 -63590176.3164 -118135.206748 -104182.79248 -103006.79545 -103901.731683 -107307.910001 -228631.414312 -330813.025671 -109355.788623 -554674.812127 -103912.500883 -155216.452086 -114618.995734 -312756.470214 -104745.101752 -106814.35091 -4769347.51153 -108347.512455 -103947.457032 -58173056.0049 -10013905.1778 -63460557.2123 
3 -91303.4091471 -98687.3394997 -99748.6986697 -101479.890415 -102367.142443 -85309.8135504 -102923.110636 -93274.3568173 -102448.359743 -103694.171853 -102843.977124 -88800.3273361 -104103.591936 -104498.185245 -120651.271907 -91377.3018678 -93774.3696433 -103379.345005 -104847.105132 -112418.43584 -104563.149443 -369868.073575 -105178.397697 -114949.252963 -104105.232486 -128814.729772 -515038.950124 -103428.438509 -104045.849842 -1651351.3641 -4378353.85977 -84113.0655018 -103484.87241 -104883.144233 -103901.731683 -1117608.94087 -103420.468585 -1190135.15453 -93640.0293684 -103601.253587 -228631.414312 -119075.350667 -166575.624801 -103484.225439 -115798.947012 -554674.812127 -178863.58155 -525222.494034 -2911443.97026 -62510831.9424 
4 -85197.1863786 -90000.3445124 -90854.3248443 -97632.4559087 -88615.4695397 -99633.3008902 -100035.256329 -101422.231734 -102860.694112 -86652.9587777 -91095.8746443 -93628.9221198 -101282.077492 -101837.101902 -102375.589476 -102026.169178 -102586.077776 -103099.60046 -100085.922795 -104386.125657 -103887.215822 -103292.579964 -103223.354593 -102782.285112 -86047.8233927 -106614.515011 -103457.548008 -103916.235304 -371007.224951 -104883.144233 -103136.015747 -101218.989368 -512637.79123 -104744.284825 -108557.020817 -1434398.23514 -103901.731683 -1440167.66432 -114468.872023 -103484.225439 -105832.585922 -105240.893507 -103537.635736 -705675.681671 -354921.516459 -525222.494034 -110060.271835 -884860.285445 -554674.812127 -4930214.68472 
5 -85167.9035774 -86543.1058441 -88519.9654258 -89941.0961428 -90002.114003 -91098.5748462 -93668.699949 -97604.8129682 -99079.2712438 -72879.0015204 -100036.780983 -100088.257852 -101186.972322 -101443.95203 -98816.4161065 -99082.0470795 -86380.003031 -100592.572546 -102118.773811 -101704.462786 -102025.883139 -103328.844603 -103495.59361 -103505.009377 -103096.894157 -104910.153292 -103376.75542 -104421.071898 -106514.873844 -103901.731683 -100692.437987 -103687.682629 -101454.749536 -98551.4306819 -104128.350796 -102099.192506 -104142.806648 -141731.780717 -106248.936351 -103683.947607 -102569.37006 -105273.345052 -211081.19744 -103209.569724 -110532.025454 -105488.364934 -554674.812127 -103436.746523 -103484.225439 -5559815.5881 
6 -70040.2745109 -85163.7515518 -84421.8740403 -86543.0771556 -88499.4999534 -89282.2139946 -89717.5242888 -91058.8711749 -93669.3725578 -95727.6562054 -96573.6190158 -98857.3196354 -99067.5386246 -99860.6758746 -100034.988484 -100415.955662 -100562.062256 -101407.443004 -102079.260587 -101517.989754 -103167.798588 -102866.743832 -103159.841438 -103901.731683 -102083.704692 -99634.0664146 -105340.608771 -104253.211329 -102613.953956 -103384.467533 -104313.18065 -103164.596357 -103489.983411 -102687.268371 -103742.828444 -103421.367257 -104755.85191 -103908.142615 -104710.233049 -110922.508704 -128670.149136 -98744.1067592 -103436.746523 -103433.903483 -183169.671646 -128229.512101 -103520.683429 -104128.308574 -554674.812127 -1864050.70531 
7 -70037.3339889 -84141.9954031 -84405.4073645 -86324.3704556 -88494.8556967 -88200.2564412 -89584.2808241 -91048.0566188 -93265.0517986 -95530.0892841 -96570.3941533 -97271.0128521 -98792.5472613 -99069.3328719 -99930.9068455 -99860.6758746 -100499.487443 -96491.0846857 -100937.801246 -101592.145483 -102100.028882 -102150.296097 -103220.607171 -103959.27173 -101523.675466 -102386.066514 -103584.713247 -105659.888731 -103032.960506 -105849.10361 -103585.458216 -102824.686558 -103016.422225 -103901.731683 -133480.138205 -104493.408448 -107941.158328 -103436.746523 -104259.773987 -103275.972475 -103440.694156 -108986.364316 -102088.112542 -103956.630315 -78185.2599725 -100456.49084 -554674.812127 -103555.479562 -2289723.5431 -106202.268547 
8 -68849.0550543 -84107.6910931 -84352.352462 -85489.0398989 -86325.3806266 -88189.7889426 -88480.3078142 -84796.9658351 -90994.3000445 -93071.6997387 -96493.0716546 -96568.1613233 -96153.2181673 -98782.0181775 -99083.0794722 -99931.6166343 -99923.5514928 -100483.32615 -100394.378336 -99716.229181 -102104.793684 -99237.3013389 -100882.077558 -102283.964945 -103906.096587 -102994.414639 -103221.184338 -105677.478416 -101834.743047 -104272.425181 -103424.407776 -103622.107583 -103544.975625 -112334.80768 -110069.560154 -103416.058483 -103926.397367 -119053.462699 -108249.579423 -108031.702198 -138896.027262 -106053.778182 -104481.678108 -115920.195561 -103557.180593 -103216.310353 -103309.960453 -149189.115317 -95085.5271699 -1769486.25831 
9 -61459.0297859 -84018.362957 -84095.9740995 -84427.4446623 -84895.9272321 -86312.8882922 -88183.1161808 -88478.3062241 -90995.3896822 -92983.3266002 -96018.4613553 -96206.2239404 -96486.5277177 -98807.8748546 -98951.1813336 -99029.3152493 -97053.664625 -99547.5046443 -99687.1971739 -99950.4147342 -100184.768378 -100465.731329 -100351.526996 -102099.313466 -102427.708931 -97060.7508768 -102740.24471 -103405.588396 -103047.843594 -103491.928905 -98916.4595004 -102321.389777 -104085.24912 -102944.980381 -104604.272014 -103488.3659 -103482.910577 -135646.885305 -121236.505297 -108767.438324 -103350.155106 -103243.995376 -136715.215159 -104215.731183 -104460.259187 -103426.89175 -128702.650497 -154160.310679 -146237.019399 -132611.774196 
