0 -2967869.2907 -3529671.87282 -12583045.2621 -2674709.73903 -2893224.40586 -3262397.59314 -13422278095.3 -50629517849.8 -4.83070764754e+12 -14711214.8147 -59873387.7961 -31232242.2841 -2824632.10407 -201687834692 -5.36960941676e+12 -2910425.48856 -350522467.058 -5315838.16517 -2905605.47403 -3314776.49191 -56065880.5187 -973724173.543 -411572075.727 2.12199683641e-314 -2976993.12295 -3153735.4101 -5927704.34641 -6329510.90666 -3.82615938732e+14 -81245140.5352 -27911242.8718 -2880837082.57 -2785555.58096 -1.7601172191e+15 -6960841.26816 -252638307990 -5979705104.87 -2984989.53336 -2906108.97504 -5126982.98686 -2320365601.05 -3394402.40694 -756609502.693 -21817397274.5 -3546261.76992 -16566354942.4 -2433537437.06 -2898603.91355 -38665572.5302 -2996995.28514 
1 -2671647.61784 -2775609.95443 -2884938.99645 -2893967.26581 -3083875.28053 -3196585.87016 -12583044.6397 -736895455.112 -2859755.1537 -4347412.89396 -2862263.45053 -6045026.71698 -19625045.4299 -1.34785856089e+12 -1438222.30162 -2911872.10082 -18479003.1499 -3119375.02527 -30408409.6107 -2695204.31023 -10043883.9568 -2833741.87286 -2979895.74624 -16935008.1233 -10536665.8596 -44394797.9088 -281773611.39 -2171680.00678 -2904071.82548 -2939917.42749 -2965505.45273 -2679302.79002 -3143928.43197 -6133690.09832 -2563179.82991 -2818949.34363 -159979705.144 -2839612.24965 -3432117.29684 -3528678.62935 -2336059.68508 -2891666.03049 -566032791563 -2937343.74772 -3158305.79869 -3261689.81871 -275236198.717 -480463434.371 -563209181.752 -20756350230.4 
2 -1419704.56172 -2668449.77918 -2775597.10336 -2855267.63395 -2859755.1537 -2821914.85627 -2876525.42402 -2950622.34339 -2909326.76431 -3002170.463 -2692488.59053 -11834043.2664 -2831863.7236 -2891225.23137 -3119372.72079 -2889659.01258 -475806061.966 -2832900.16644 -2787657.56739 -2171680.00678 -3105923.20087 -7365480.40593 -2679302.79002 -2873907.68137 -2942015.29829 -5343764.09454 -2899696.89613 -28045635.2218 -39626696021 -2156448.31323 -2540246.51758 -2721564.75347 -2336059.68508 -2843888.32261 -2823570.89517 -2961456.9191 -2892395.55359 -7187172.11405 -2891452.41538 -2892005.8839 -2882741.66708 -3303695.41007 -2069752.48685 -3201431.54671 -134067413.969 -2892856.66728 -2902394.18377 -3074133.5218 -3551449.72937 -2894496.2713 
3 -1419389.38819 -2154216.20872 -2667865.81511 -2798961.18203 -2843597.22092 -2691745.47478 -2853102.81729 -2830466.20287 -2876395.14304 -2884122.94275 -2888342.89351 -2156448.31323 -2779853.01413 -2890856.36039 -2207774.99563 -2171680.00678 -2679302.79002 -2787657.56739 -2886035.71596 -3118283.47509 -2763029.30286 -74103861.0389 -2534729.08594 -2874228.89436 -2892167.84518 -2937893.13324 -2721412.57223 -2336059.68508 -2069752.48685 -2896308.82007 -6148958.07341 -2697047.51703 -2722112.9115 -2796912.92393 -2785643.09671 -2957900.60249 -2891145.4749 -2965803.11891 -2895916.4612 -2906315.83148 -2960074.93782 -2892658.12119 -2895833.12339 -2713581.10852 -2900288.18295 -2889306.80193 -2928007.54332 -2736321.09415 -2888803.2972 -29203890.7226 
4 -1417630.64861 -2150589.44717 -2667319.28373 -2691735.98198 -2156448.31323 -2794117.5555 -2830210.59883 -2835600.20339 -2853053.7344 -2119124.19022 -2171680.00678 -2405370.11911 -2486582.75233 -2867970.71487 -2876411.22144 -2679302.79002 -2722669.66342 -2871334.10277 -2336059.68508 -2703625.28976 -2787657.56739 -2883534.59368 -2069752.48685 -2870932.9332 -2678708.90038 -2890636.09525 -2581374.98448 -3118265.1901 -8098113.1013 -2710014.3332 -2888205.54705 -2741237.78093 -2938824.36274 -2796912.92393 -2890285.83801 -2900537.7271 -2513389.73659 -5023915.94801 -2691309.03163 -2891893.58859 -2897477.26028 -2972415.5265 -2919868.33358 -2741507.22719 -2893136.71052 -3080550.36557 -3070419.5713 -2892330.97144 -2887340.05526 -27118485.856 
5 -1414477.96259 -2116932.52504 -2148248.07629 -2156448.31323 -2171680.00678 -2397762.85735 -2336059.68508 -2667319.7596 -2690560.43128 -2056208.40014 -2772401.3178 -2443873.1813 -2454702.10097 -2814106.36139 -2679302.79002 -2835339.25212 -1787821.5201 -2470662.8241 -2669403.18353 -2696809.52408 -2787657.56739 -2852459.63368 -2278190.62674 -2876392.45303 -2617844.5627 -2693471.17395 -2870500.13945 -2869461.61671 -2747298.99099 -2691309.03163 -2879239.9805 -2796912.92393 -2881817.80275 -2889644.29988 -2888774.10606 -2904832.43044 -2513039.31301 -2898515.17746 -2856471.64647 -2891522.23689 -2884492.1654 -2928020.61736 -2894796.75112 -2961966.55103 -4761717.34647 -3065866.5676 -3816532.92513 -2947295.8171 -3329027.13474 -14465275.644 
6 -1398814.69418 -2056208.40014 -1771936.52593 -2116848.93831 -2146673.10071 -2156448.31323 -2127574.16445 -2171680.00678 -2336059.68508 -2396891.15455 -2440561.38217 -2454317.91392 -2470655.54589 -2486814.4443 -2617830.71125 -2669345.29964 -2679302.79002 -2688427.09992 -2692520.15112 -2696132.09157 -2691309.03163 -2705256.24975 -2761738.34809 -2596458.84061 -2787657.56739 -2796912.92393 -2833184.96268 -2850971.26846 -2471378.64047 -2847771.31413 -2874955.80036 -2874423.01681 -2871906.01707 -2873569.03626 -2868183.39937 -2861519.72257 -2863222.39101 -2889362.54423 -2893186.06569 -2890509.23349 -2893567.86508 -2891863.77568 -2926929.39706 -2908756.5376 -3379270.30419 -2921336.1391 -2896726.0419 -2909898.10437 -4126395.46091 -13120123.4177 
7 -1397143.91547 -1764709.31794 -1976710.17635 -2056208.40014 -2116123.28817 -2146525.80113 -2156448.31323 -2171680.00678 -2336059.68508 -2354002.72078 -2401911.87593 -2439741.32286 -2469861.87339 -2486732.89434 -2420539.96716 -2534433.31298 -2665823.37383 -2238772.6585 -2679302.79002 -2686933.09207 -2691309.03163 -2692627.16618 -2695893.89361 -2705475.18768 -2761825.28717 -2787657.56739 -2773849.72724 -2796912.92393 -2793216.12879 -2829045.27627 -2847203.50424 -2868752.77271 -2875123.94893 -2874573.3909 -2875394.68617 -2871906.01707 -2813218.53119 -2909356.21137 -2893983.04863 -2893379.7597 -2893780.81382 -2930944.7436 -2903263.67566 -2998149.03931 -2892262.35252 -2896726.0419 -2993531.74926 -2900875.52357 -3851323.81435 -13570007.501 
8 -1391048.33213 -1764704.01986 -1961799.20409 -2056208.40014 -2061791.07509 -2096508.82475 -2146373.24177 -2171680.00678 -2230441.20974 -2336059.68508 -2353985.72232 -2369028.46439 -2400872.52712 -2435453.44974 -2469719.63276 -2486633.88171 -2514187.11147 -2653714.08354 -2679302.79002 -2686784.85213 -2688241.59955 -2691309.03163 -2695723.84091 -2703492.34095 -2736329.57072 -2760360.24181 -2767998.48587 -2773675.24227 -2806306.44009 -2796912.92393 -2829549.58142 -2847203.50424 -2857454.1112 -2868686.03266 -2875910.12969 -2752338.43087 -2866714.39981 -2897506.01655 -2926235.56767 -2896726.0419 -2914031.73836 -2893631.81608 -2906979.72117 -2879595.69985 -2985406.84546 -2887072.23111 -3080666.99552 -2833681.11195 -3003781.72279 -13444114.0824 
9 -1382876.27241 -1764643.03591 -1872946.42292 -1961639.17758 -2056208.40014 -2094618.02444 -2146355.73877 -2171680.00678 -2138325.3893 -2230195.1759 -2336059.68508 -2351327.95235 -2353646.67742 -2085077.21918 -2430691.20399 -2469719.63276 -2464963.84823 -2471490.31732 -2679302.79002 -2682498.11603 -2682384.84473 -2685258.29856 -2691309.03163 -2695469.18339 -2723617.26577 -2734170.1895 -2740909.68831 -2678679.93826 -2752709.53799 -2773564.93216 -2774273.75058 -2805011.94774 -2796912.92393 -2846264.79587 -2783102.8897 -2870417.0942 -2373204.75288 -2896096.78267 -2537001.54305 -2873126.52557 -2720737.39604 -2896726.0419 -2924941.55159 -2795797.09258 -2881000.12582 -3020287.44014 -3029546.09028 -2908751.33106 -2970130.49295 -2833681.11195 
